F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,Predicted_number_of_claims
F,3,0,2,M2,S5,M2,L1,B,1,1,0
P,11,8,2,M1,S1,M1,L2,B,0,1,0
F,2,10,2,H1,S1,M3,L2,B,0,7.17,0
F,1,2,2,C,S3,M0,L1,B,0,19.18,0
F,14,14,2,H1,S3,M2,L2,B,0,1.24,0
F,5,4,2,M2,S1,M2,L1,D,2,1,0
F,1,2,2,M1,S1,M1,L2,D,1,34.67,1
P,5,2,2,M2,S2,M2,L2,B,0,1,0
F,1,14,2,H1,S1,M3,L1,B,0,6.42,0
F,2,0,3,M1,S1,M1,L2,D,3,1,0
F,3,0,2,M2,S3,M3,L1,B,0,1,0
P,8,10,2,M2,S2,M2,L2,D,0,0.73,0
F,5,6,2,C,S1,M1,L1,B,0,5.31,0
F,10,6,2,M1,S2,M1,L1,D,0,8.22,0
F,1,4,2,M2,S3,M3,L2,B,0,2,0
F,5,14,2,H1,S1,M2,L1,D,0,2.47,0
F,14,10,2,C,S0,M0,L2,D,0,2.51,0
F,10,8,2,M1,S1,M3,L2,B,0,0.37,0
F,1,2,2,H2,S2,M2,L1,D,2,1,0
F,8,2,2,M2,S1,M2,L2,B,3,1.75,0
F,4,2,2,M1,S1,M2,L2,D,0,6.36,0
F,15,0,2,M1,S2,M2,L1,B,1,1,0
P,1,0,2,M1,S5,M1,L2,B,0,4.69,0
F,9,20,2,M2,S1,M1,L2,B,0,1,0
F,14,2,2,M1,S3,M2,L2,B,0,0.3,0
F,3,10,2,H2,S2,M3,L2,D,1,5.09,0
F,1,6,3,M2,S5,M2,L2,B,0,2,0
P,3,6,2,M1,S2,M1,L2,B,0,3.36,0
F,4,10,2,M2,S1,M2,L4,B,0,2,0
P,2,2,2,C,S2,M0,L2,B,0,1,0
F,4,2,2,M2,S1,M2,L2,B,2,1,0
F,5,14,2,M1,S3,M1,L4,B,0,1,0
F,5,6,2,H1,S1,M2,L2,D,0,7,0
F,1,6,2,H1,S3,M3,L1,B,1,2,0
F,3,0,3,M2,S1,M2,L2,B,1,1,0
F,4,6,2,M2,S3,M1,L1,D,1,1.14,0
F,4,2,2,M1,S3,M1,L1,D,0,5.54,0
F,6,0,2,M1,S1,M1,L2,D,1,2,0
F,1,6,3,M1,S3,M2,L1,D,0,2,0
F,4,10,2,H2,S3,M2,L2,D,1,1,0
F,2,10,2,M2,S3,M2,L3,B,0,1,0
F,6,2,2,M1,S2,M1,L4,D,0,2,0
F,8,6,2,M1,S0,M1,L2,B,0,2.49,0
F,4,10,2,H2,S2,M3,L1,D,1,2,0
F,11,8,2,M2,S1,M3,L3,B,0,0.2,0
F,7,2,2,M2,S1,M1,L2,D,1,6,0
F,14,10,3,M2,S1,M2,L4,D,0,1.02,0
F,1,6,3,M1,S1,M1,L1,D,0,2,0
F,4,20,2,M2,S2,M2,L1,D,0,2,0
P,6,0,2,M2,S1,M2,L1,D,0,0.13,0
F,6,4,2,M2,S1,M2,L3,D,4,1.7,0
F,12,6,2,M1,S5,M1,L2,D,0,2.32,0
F,11,14,3,M2,S2,M1,L1,D,0,1.1,0
F,12,6,2,M2,S2,M2,L3,D,3,1,0
P,1,0,2,M2,S5,M1,L1,B,2,1,0
F,7,8,2,M2,S1,M3,L2,D,0,1,0
F,4,10,2,H1,S0,M2,L2,D,0,1,0
P,1,0,2,H2,S5,M3,L2,D,1,8,0
F,5,6,1,H2,S2,M3,L2,B,1,1,0
F,5,14,2,M2,S1,M1,L2,B,0,0.63,0
F,13,14,2,M2,S0,M1,L4,D,0,1,0
P,12,14,2,M1,S5,M1,L2,B,0,4,0
P,1,14,2,H1,S2,M2,L3,D,0,0.61,0
F,8,14,2,H1,S3,M2,L1,B,0,1,0
F,15,10,2,M1,S3,M2,L1,B,0,1,0
F,14,10,1,M2,S1,M3,L1,B,0,0.55,0
F,11,4,2,M2,S1,M1,L2,D,2,1,0
F,9,14,1,H2,S1,M3,L1,B,0,0.48,0
F,11,14,2,H1,S1,M3,L4,B,1,1,0
P,15,2,2,H1,S5,M3,L2,B,4,1,0
F,11,8,2,M1,S0,M1,L3,D,0,1,0
F,8,14,2,M1,S1,M1,L4,D,0,5,0
F,14,4,2,H2,S1,M2,L2,D,1,1,0
F,1,20,1,M1,S3,M1,L2,B,0,1,0
F,11,6,2,M2,S0,M3,L2,D,0,0.18,0
P,8,0,2,H2,S1,M3,L1,D,5,1,0
P,10,0,2,M2,S5,M1,L1,D,0,0.22,0
F,1,0,3,H1,S1,M2,L2,D,1,1,0
F,10,20,2,M1,S2,M1,L4,B,0,2,0
P,7,6,2,M1,S5,M1,L4,B,0,0.48,0
F,3,2,2,H1,S2,M2,L4,D,4,0.83,0
P,9,0,2,M1,S1,M2,L2,B,0,1,0
F,14,8,3,M2,S3,M1,L3,D,0,0.31,0
F,13,14,2,H1,S2,M2,L2,B,0,1,0
F,10,14,2,H1,S1,M2,L2,B,0,0.78,0
F,15,8,2,M1,S1,M1,L3,D,0,1,0
P,1,8,2,M1,S5,M1,L4,B,0,0.73,0
F,1,0,3,M2,S1,M2,L1,B,1,1,0
F,10,8,2,M2,S3,M1,L2,D,0,1,0
P,3,8,2,M2,S1,M1,L2,D,0,1,0
F,6,10,2,M2,S2,M2,L3,D,1,1,0
F,7,4,2,H2,S1,M3,L3,D,1,2,0
F,7,14,1,M1,S3,M1,L1,B,0,1,0
F,3,14,2,M1,S1,M1,L3,B,1,1,0
F,4,10,2,M1,S1,M2,L3,D,0,1.6,0
F,3,10,3,M2,S0,M1,L2,D,0,1,0
P,2,2,2,M2,S2,M3,L2,D,0,1,0
F,1,6,2,M2,S5,M2,L2,D,1,0.61,0
F,1,6,1,M1,S1,M1,L2,B,0,0.55,0
F,1,6,1,H1,S3,M3,L1,B,1,1,0
F,13,10,2,M1,S2,M2,L3,B,0,0.74,0
F,1,8,2,H2,S3,M3,L2,B,0,1,0
P,7,10,2,M1,S5,M1,L1,B,0,2,0
P,10,6,3,M2,S5,M2,L2,D,0,1,0
P,2,0,2,C,S2,M0,L1,B,0,1,0
P,15,6,2,M2,S1,M2,L2,D,0,1,0
F,14,14,1,M2,S2,M2,L2,B,1,0.67,0
F,1,4,2,H2,S3,M2,L3,D,2,1,0
F,11,0,2,H1,S1,M3,L1,D,3,1,0
F,4,14,2,M1,S3,M1,L2,D,0,47.82,2
F,3,10,2,M1,S1,M1,L2,B,0,336.3,10
F,1,6,2,C,S3,M1,L1,B,0,129.65,3
P,1,10,3,M2,S5,M2,L1,D,0,4,0
F,4,0,2,M2,S1,M2,L2,B,2,2,0
F,4,14,2,M1,S2,M1,L1,D,0,73.85,2
F,4,8,2,M2,S1,M2,L2,D,0,97.21,3
F,1,8,2,H1,S1,M2,L2,D,0,79.64,2
F,9,8,2,M2,S0,M2,L2,D,0,6.73,0
F,14,14,3,M1,S5,M1,L2,D,0,1,0
F,1,4,2,H1,S2,M2,L1,D,0,42.7,1
F,5,2,2,M1,S2,M1,L1,B,0,33.1,1
F,2,8,2,M1,S2,M1,L3,D,0,22.99,1
F,2,8,2,M2,S2,M3,L2,D,0,6.33,0
F,11,14,2,C,S0,M0,L2,B,0,38.66,2
F,8,4,2,H1,S1,M2,L1,D,1,0.29,0
P,1,14,3,M1,S5,M1,L2,D,0,8.91,0
F,5,10,2,M2,S1,M1,L2,D,0,35.03,1
F,1,2,3,H1,S1,M2,L3,D,1,0.3,0
F,7,2,2,M1,S2,M1,L1,D,0,3.16,0
F,14,4,2,M2,S3,M1,L1,D,0,3,0
F,3,0,2,C,S3,M1,L1,B,0,11.73,0
F,3,10,3,M1,S1,M1,L1,D,0,2.21,0
F,1,2,2,H1,S3,M2,L2,D,1,19.97,1
F,4,2,2,M2,S2,M2,L1,D,0,2.08,0
F,10,4,2,M1,S1,M2,L2,B,0,4.1,0
P,4,2,2,M2,S1,M1,L3,D,1,3,0
F,1,10,2,H1,S1,M3,L1,D,1,7.87,0
F,14,14,2,H2,S3,M3,L2,D,1,1,0
F,7,2,2,M2,S5,M1,L2,D,0,0.54,0
F,4,10,2,M2,S1,M2,L4,D,0,2.6,0
F,7,4,2,M2,S1,M3,L3,D,1,3.84,0
F,5,10,3,M1,S3,M1,L1,D,0,1,0
F,4,14,2,M1,S3,M1,L1,D,1,1,0
F,11,6,2,H2,S5,M3,L2,D,0,1,0
F,2,4,2,H1,S1,M3,L2,D,1,8.34,0
F,1,0,2,M2,S2,M3,L1,D,0,4,0
P,1,0,3,M2,S2,M2,L1,D,0,2.75,0
F,6,20,2,M1,S3,M0,L1,D,0,4.91,0
P,3,20,2,M1,S5,M1,L2,B,0,1,0
F,14,10,2,M1,S2,M2,L1,D,0,3.91,0
F,2,6,2,M1,S1,M0,L2,B,0,3,0
F,11,20,2,H1,S2,M3,L2,B,0,0.66,0
P,1,14,2,C,S2,M0,L2,B,0,2,0
F,1,4,2,H1,S3,M2,L1,D,1,5,0
F,14,14,2,M2,S2,M1,L1,D,1,0.23,0
F,11,8,2,H1,S0,M2,L2,D,1,1,0
F,14,4,2,M1,S1,M0,L3,D,0,2.16,0
P,1,8,3,M2,S5,M2,L3,D,0,2,0
F,3,8,2,M1,S2,M1,L2,B,1,2,0
F,2,0,2,M1,S1,M3,L2,B,1,1,0
F,3,20,2,H2,S1,M3,L2,B,0,2.85,0
F,12,14,2,M1,S3,M0,L2,B,0,1.79,0
F,1,10,3,H1,S2,M2,L4,D,0,1,0
F,3,20,2,C,S3,M1,L2,B,0,2,0
F,14,4,2,M2,S3,M2,L2,D,0,1.47,0
F,5,14,2,H1,S1,M3,L2,D,0,3.9,0
P,13,0,2,M1,S2,M1,L1,B,0,2,0
P,14,2,2,H1,S0,M3,L2,D,2,0.41,0
F,10,0,2,M1,S2,M1,L2,B,2,3,0
P,10,4,2,H1,S1,M2,L3,D,0,0.39,0
F,8,2,2,M2,S1,M2,L3,D,2,1.09,0
F,8,4,2,H2,S1,M3,L2,D,3,2.82,0
F,1,0,3,M2,S1,M2,L1,D,2,1.91,0
F,1,6,2,M2,S2,M1,L3,E,0,1,0
F,1,2,2,M2,S1,M1,L4,D,1,3,0
P,11,10,3,H2,S5,M3,L2,B,0,1,0
P,12,2,2,H1,S5,M3,L3,D,1,1,0
F,2,2,2,H1,S1,M3,L2,B,2,1,0
P,14,10,3,H1,S5,M2,L2,D,0,1,0
P,8,2,2,M1,S2,M2,L2,B,0,0.94,0
F,6,20,2,M1,S2,M2,L1,B,0,4.43,0
F,5,2,2,C,S3,M0,L2,B,0,1,0
F,14,6,2,M1,S2,M1,L1,B,1,0.34,0
P,8,4,2,H1,S5,M3,L3,D,0,1,0
F,8,4,2,M1,S1,M1,L3,B,0,2.72,0
F,5,0,2,M1,S1,M1,L2,B,3,1,0
F,14,20,1,C,S2,M0,L1,B,0,2.19,0
F,11,4,3,H1,S1,M2,L3,D,0,1.55,0
F,3,2,2,M2,S2,M1,L3,D,1,1.39,0
P,14,4,2,M2,S2,M2,L2,D,0,1.36,0
F,6,0,2,M1,S1,M1,L2,B,2,3,0
F,2,20,2,H1,S3,M2,L2,B,0,1,0
F,15,4,2,M1,S3,M2,L2,D,0,2,0
F,2,6,2,H1,S1,M3,L3,D,0,4.65,0
P,12,2,2,M1,S5,M2,L2,D,1,1,0
F,12,2,3,M2,S5,M2,L3,D,0,0.48,0
F,1,6,2,M2,S3,M3,L4,D,0,2,0
F,1,20,1,M1,S3,M0,L1,B,0,1,0
P,14,8,3,M2,S5,M1,L3,D,0,0.45,0
F,1,2,2,M2,S1,M3,L2,B,1,0.24,0
F,3,14,2,M2,S3,M1,L2,B,0,1,0
F,11,10,1,M1,S5,M1,L2,D,0,1,0
F,6,10,3,M2,S3,M2,L1,D,0,1,0
F,1,10,2,M1,S2,M2,L2,D,1,1,0
P,12,2,2,M1,S1,M2,L1,D,1,1,0
F,2,0,3,M2,S1,M1,L1,D,0,1.75,0
P,15,4,2,M1,S1,M1,L2,D,0,2,0
F,1,0,2,M2,S3,M3,L1,D,0,1,0
P,1,6,2,H1,S5,M2,L1,D,0,1,0
F,2,2,2,H1,S2,M3,L3,D,4,1,0
P,11,6,3,M2,S5,M1,L3,D,0,1,0
F,9,4,1,M1,S3,M0,L1,D,0,1,0
F,6,2,2,M2,S2,M2,L2,D,2,3,0
P,6,6,2,H1,S1,M3,L1,B,0,1,0
F,7,0,2,M1,S1,M2,L1,B,0,4,0
F,2,2,2,H1,S3,M3,L1,D,2,1,0
F,4,14,2,H1,S2,M2,L2,D,1,0.63,0
F,7,10,2,C,S1,M0,L3,B,0,1.32,0
F,13,14,2,H1,S1,M3,L2,B,0,0.67,0
F,2,0,2,M2,S2,M2,L3,B,0,0.28,0
F,1,4,3,M1,S1,M2,L3,D,0,0.87,0
F,10,4,2,C,S1,M1,L3,B,0,0.36,0
F,1,10,2,H1,S2,M2,L4,D,1,2,0
F,3,14,2,M1,S2,M0,L4,B,0,2,0
F,5,14,2,C,S1,M0,L3,B,0,2.21,0
P,1,0,2,H1,S5,M2,L4,D,2,1,0
F,10,8,2,H1,S1,M3,L2,B,0,1.41,0
F,4,8,2,M1,S1,M0,L2,D,0,3.74,0
F,2,2,2,M2,S5,M2,L2,D,0,0.22,0
F,11,4,3,M2,S5,M2,L3,D,0,0.69,0
F,1,2,1,M2,S2,M2,L2,B,1,1,0
F,3,14,2,H2,S1,M3,L2,B,0,1,0
F,4,2,2,M2,S1,M3,L2,B,0,1,0
F,3,4,2,M1,S3,M0,L1,B,1,1,0
P,1,0,2,M1,S3,M1,L1,B,2,2,0
F,5,0,2,M2,S1,M2,L1,B,2,1,0
P,4,14,3,M2,S5,M1,L2,D,0,1,0
F,14,20,3,H1,S1,M2,L1,B,0,1,0
F,11,10,2,C,S3,M0,L2,B,0,1,0
P,6,6,2,M1,S2,M2,L1,B,0,1,0
F,14,10,2,H1,S1,M2,L2,B,1,0.1,0
P,13,14,3,M2,S5,M1,L2,D,0,1,0
F,14,8,3,H1,S1,M3,L3,D,0,0.24,0
F,8,0,3,M1,S1,M1,L2,D,2,1,0
F,15,10,2,M1,S2,M0,L1,B,0,1,0
F,11,0,2,M2,S0,M1,L1,D,0,1,0
F,8,20,1,M2,S2,M1,L1,B,0,1,0
F,2,0,2,H1,S2,M1,L1,E,1,1,0
F,5,10,2,M2,S2,M1,L3,D,1,1,0
F,2,10,2,M1,S2,M1,L2,D,0,407.53,12
F,1,14,2,M1,S2,M0,L2,D,0,593.03,14
F,11,8,2,M1,S1,M2,L2,B,0,13.35,0
F,1,8,2,M2,S1,M2,L3,D,0,59.95,2
F,9,8,2,M1,S0,M1,L1,B,0,6,0
F,4,10,2,M1,S2,M1,L1,B,0,216.73,6
F,7,6,2,M2,S1,M2,L2,D,1,7.64,0
F,5,0,2,M1,S2,M1,L2,B,0,33.32,1
F,2,10,2,M1,S3,M2,L1,B,0,13,0
F,1,4,2,M2,S2,M2,L2,D,1,121.07,3
F,3,0,2,M1,S3,M1,L1,B,0,98.95,3
F,1,6,2,M1,S3,M1,L3,B,0,23.85,1
F,11,8,2,M1,S1,M1,L1,D,0,26.44,1
F,13,4,2,C,S2,M1,L2,B,0,1.51,0
F,6,10,2,M1,S1,M0,L1,D,0,10.93,0
F,3,2,2,M1,S3,M1,L4,D,1,1,0
F,5,6,3,H1,S1,M3,L4,D,1,1,0
F,9,14,2,M1,S2,M0,L1,B,0,10.1,0
F,15,6,2,M2,S3,M3,L2,D,0,1,0
F,8,4,2,H1,S1,M2,L3,D,0,5.2,0
F,12,20,2,M1,S0,M1,L2,B,0,13.71,1
F,9,0,2,H1,S2,M3,L2,D,2,1,0
F,2,0,2,M2,S2,M2,L2,D,2,11.54,0
F,10,2,2,M1,S0,M1,L2,B,2,1,0
F,2,6,3,M1,S2,M1,L2,B,0,5,0
F,14,10,2,H2,S3,M3,L2,D,0,1.48,0
F,13,10,2,M1,S0,M2,L2,D,0,2.85,0
F,1,8,2,M2,S2,M1,L2,B,1,5,0
F,11,6,2,H2,S1,M3,L3,D,0,1,0
F,12,20,2,C,S1,M3,L1,B,0,1.69,0
F,7,10,2,H1,S1,M2,L2,D,0,5.54,0
P,4,2,2,M2,S2,M2,L2,D,0,2,0
F,1,2,2,M2,S1,M2,L1,D,3,2.73,0
F,3,4,2,M1,S2,M2,L1,B,0,8,0
F,3,10,2,C,S3,M0,L2,B,0,11.03,0
P,1,2,2,M1,S5,M1,L2,D,3,1.99,0
F,3,6,2,H2,S1,M3,L2,D,0,2.98,0
F,4,0,2,M1,S1,M1,L1,B,3,1,0
F,1,4,3,M2,S1,M1,L2,D,3,0.78,0
F,4,2,2,H2,S1,M3,L3,D,1,2.72,0
F,1,8,2,H2,S5,M3,L2,D,3,0.66,0
F,14,2,2,M1,S1,M1,L4,D,0,2.55,0
F,6,0,2,M1,S1,M1,L2,B,1,10,0
F,10,14,2,M1,S0,M3,L2,B,0,0.76,0
F,4,8,2,M1,S1,M2,L1,B,0,5.83,0
F,1,0,2,H2,S2,M3,L1,E,2,1,0
P,7,8,2,H2,S5,M3,L3,D,0,1,0
F,11,0,2,H2,S0,M2,L2,D,2,1,0
F,1,4,2,H2,S2,M2,L3,D,0,2,0
F,6,10,2,M2,S2,M2,L2,B,1,1.42,0
F,1,8,2,M2,S3,M3,L1,B,0,6.36,0
F,10,8,2,M1,S1,M0,L2,B,0,2,0
F,3,10,2,H2,S3,M3,L3,D,1,0.33,0
F,14,6,2,C,S2,M0,L1,B,0,0.94,0
P,15,6,2,M2,S5,M1,L2,D,1,1,0
F,6,8,2,M2,S3,M2,L3,B,0,1,0
F,10,10,2,M2,S0,M2,L1,D,1,1,0
F,1,10,2,H1,S1,M2,L2,D,2,1,0
F,5,2,2,M1,S2,M2,L3,D,3,1,0
F,1,2,2,M1,S3,M1,L1,D,2,4,0
F,5,14,2,M1,S1,M1,L3,D,1,1,0
F,13,20,2,H1,S3,M3,L1,B,0,1,0
P,1,4,2,M2,S1,M2,L2,D,3,1.86,0
P,14,0,2,H1,S5,M3,L2,D,0,1,0
P,13,2,2,H2,S5,M3,L2,D,1,1,0
F,14,6,2,M2,S2,M1,L2,D,1,1.41,0
F,12,4,2,M1,S2,M1,L1,B,0,3,0
P,8,10,3,M2,S5,M1,L3,D,0,1,0
F,5,0,2,M1,S2,M1,L2,D,1,4,0
F,10,0,2,M1,S3,M1,L2,D,0,1,0
F,3,0,2,M2,S2,M1,L1,D,4,1,0
F,11,8,2,H1,S3,M2,L4,B,0,1,0
F,10,14,2,M2,S0,M2,L4,D,0,1,0
F,10,4,2,H1,S0,M3,L3,D,0,1,0
P,14,0,2,M2,S1,M2,L1,D,1,1,0
F,1,2,2,C,S2,M0,L1,B,1,3,0
F,10,10,2,M2,S3,M1,L1,D,0,4,0
P,4,0,2,M2,S5,M3,L1,D,2,0.24,0
P,6,2,2,M1,S5,M2,L2,B,0,1,0
F,12,10,2,M2,S3,M1,L2,D,0,1.14,0
F,2,8,2,M1,S1,M2,L4,B,0,1,0
F,7,0,2,M2,S1,M2,L1,B,0,1.54,0
F,1,8,2,M2,S2,M2,L1,D,3,1,0
F,6,2,2,M2,S1,M3,L3,D,0,1.55,0
P,1,8,2,M2,S2,M1,L2,D,1,1.11,0
F,5,10,2,M1,S1,M1,L2,B,1,2.37,0
F,1,8,3,C,S1,M1,L2,D,0,1,0
F,4,8,2,H1,S1,M3,L2,B,0,1.35,0
F,10,2,2,H1,S2,M2,L1,D,0,0.72,0
F,4,0,2,M1,S2,M1,L1,E,0,2,0
F,1,6,3,H1,S3,M2,L3,D,0,1,0
F,3,4,3,M2,S1,M1,L4,D,0,1,0
P,14,6,2,M1,S0,M0,L2,D,0,1,0
F,1,0,3,M2,S1,M2,L2,D,3,5,0
F,2,2,2,M1,S3,M1,L2,D,2,1,0
F,1,0,3,H1,S1,M2,L1,D,1,1,0
F,8,4,2,M2,S2,M1,L1,B,1,0.83,0
F,13,0,2,C,S1,M1,L1,B,0,1,0
P,11,8,2,M1,S5,M1,L2,D,0,1.76,0
F,1,2,2,M2,S3,M3,L2,B,0,1,0
P,8,0,2,M2,S5,M2,L1,D,0,1,0
F,9,10,2,H1,S1,M2,L2,B,0,1,0
F,4,4,3,M2,S2,M2,L2,D,0,2,0
P,4,2,2,H1,S5,M3,L2,D,2,0.2,0
P,5,4,2,M2,S1,M1,L1,D,0,1,0
F,12,14,2,M2,S0,M3,L2,D,0,0.13,0
F,7,4,2,M1,S2,M2,L1,D,0,2,0
F,1,2,2,H2,S1,M3,L2,E,0,1,0
F,14,0,2,H2,S1,M3,L3,D,3,0.62,0
P,1,0,2,M1,S2,M1,L2,D,3,1,0
F,13,14,1,C,S2,M1,L2,B,0,1,0
F,12,0,2,M2,S1,M2,L2,D,2,1,0
F,6,10,2,H2,S2,M3,L1,D,0,1,0
F,10,4,2,M1,S2,M1,L2,D,1,1,0
F,9,20,2,C,S2,M3,L1,B,0,3,0
F,3,14,3,M2,S3,M2,L1,D,0,1,0
F,11,6,2,H2,S1,M3,L2,D,1,0.38,0
F,14,6,2,M1,S2,M1,L4,B,0,1,0
F,4,2,2,M1,S1,M1,L2,E,1,1,0
F,4,2,2,M1,S2,M2,L1,D,0,1,0
P,4,0,2,H1,S5,M3,L1,D,3,1,0
P,1,2,2,M1,S1,M1,L1,B,2,1,0
F,4,0,2,H1,S3,M3,L1,B,3,2,0
F,12,8,2,M1,S3,M1,L2,D,0,1,0
F,9,10,2,M2,S1,M2,L1,D,1,1,0
P,14,4,3,M2,S5,M1,L3,D,0,1,0
F,2,8,2,M2,S3,M3,L2,D,1,1.38,0
F,3,2,2,M2,S3,M3,L2,B,1,0.33,0
F,14,2,2,H1,S1,M1,L1,D,1,0.75,0
F,2,2,3,M1,S3,M1,L2,D,0,0.27,0
F,9,14,2,M2,S1,M3,L1,B,0,1,0
P,1,8,3,H2,S5,M3,L2,D,1,1,0
F,1,0,2,M1,S1,M3,L3,B,4,1,0
P,1,4,2,H1,S5,M3,L3,D,3,0.89,0
P,14,2,2,M2,S1,M1,L3,D,1,1,0
P,4,10,2,H2,S5,M3,L4,D,0,1,0
F,14,0,3,H1,S5,M2,L1,D,2,1.35,0
F,3,14,1,H1,S2,M2,L2,B,1,0.3,0
F,9,2,2,M2,S1,M2,L2,B,3,1,0
F,1,2,3,M2,S1,M1,L2,D,1,1,0
F,14,20,2,H1,S1,M3,L1,B,0,1,0
F,2,2,2,M1,S3,M1,L1,B,0,128.23,3
F,3,14,2,M1,S2,M1,L1,D,0,90.29,2
F,4,14,2,M2,S2,M2,L2,D,0,54.96,2
F,1,6,3,H2,S2,M3,L2,D,1,2,0
F,11,10,2,M1,S3,M1,L2,B,0,34.8,2
F,10,8,2,H2,S3,M3,L1,D,1,0.59,0
F,4,4,2,M2,S2,M2,L1,D,0,10,0
F,10,14,2,M1,S2,M0,L3,B,0,2,0
P,14,10,3,M2,S5,M2,L2,D,0,2.63,0
F,14,6,2,M2,S2,M1,L1,B,0,0.77,0
F,3,2,2,M1,S1,M1,L3,D,0,26.24,1
F,6,4,2,M1,S3,M1,L1,B,0,15.06,1
F,14,14,2,M1,S0,M2,L2,D,1,0.81,0
F,1,10,2,M1,S1,M2,L1,B,0,31.22,1
P,3,0,2,M1,S2,M1,L1,B,1,26,1
F,2,10,2,H1,S2,M2,L3,D,0,2.93,0
F,12,8,2,M2,S0,M1,L2,D,0,3.88,0
F,8,4,2,M2,S2,M2,L2,D,0,9.09,0
F,11,6,2,M2,S2,M1,L3,D,0,1.85,0
F,9,8,2,M1,S2,M1,L2,B,0,40.96,2
F,1,0,2,M2,S1,M2,L2,B,2,5,0
F,3,10,3,M2,S1,M1,L1,D,0,3.68,0
F,14,8,2,M1,S2,M1,L3,D,0,4.83,0
P,15,8,2,M1,S2,M1,L2,D,0,1,0
F,2,4,2,M1,S3,M2,L2,D,0,4,0
F,1,0,2,H1,S2,M3,L1,D,0,5.87,0
F,1,14,2,C,S3,M2,L3,B,0,1,0
P,5,10,3,H1,S5,M2,L2,D,0,1.56,0
F,14,14,1,M1,S2,M0,L2,D,0,0.91,0
P,8,14,2,M2,S5,M2,L2,D,0,1.59,0
F,4,10,2,M2,S3,M1,L1,B,0,2,0
F,14,14,2,C,S2,M1,L2,D,0,3.68,0
F,13,14,2,M1,S1,M1,L3,B,0,3.08,0
F,1,14,2,M1,S3,M1,L4,D,0,24.06,1
F,4,4,2,M2,S2,M3,L2,D,1,1,0
F,1,14,2,H1,S3,M3,L1,D,0,7,0
F,2,14,2,M1,S1,M1,L4,D,0,7,0
F,1,2,2,M1,S2,M2,L2,D,3,4.31,0
F,14,10,2,H1,S2,M1,L2,D,0,0.09,0
F,1,10,2,M2,S3,M1,L2,B,1,7,0
P,2,6,2,M2,S1,M1,L2,D,1,0.44,0
F,10,14,2,M1,S2,M1,L4,B,0,2.13,0
P,15,8,2,M1,S1,M1,L2,E,0,1,0
P,5,6,2,M1,S2,M1,L2,D,0,3.78,0
F,2,8,2,M2,S2,M1,L1,D,0,14,0
F,12,6,2,M2,S1,M2,L1,D,1,1,0
P,9,6,2,M2,S1,M1,L3,D,1,1,0
F,4,20,2,M1,S2,M0,L2,B,0,6.37,0
P,7,6,2,M2,S1,M2,L4,D,0,1,0
F,8,10,3,H1,S2,M2,L2,D,0,3.68,0
F,4,6,2,H2,S1,M3,L2,D,1,3,0
P,5,10,2,H1,S5,M3,L2,D,0,1.1,0
F,2,0,2,M1,S2,M2,L1,B,2,5.48,0
P,4,0,2,M1,S1,M1,L1,D,0,5,0
F,9,20,1,C,S2,M1,L1,B,0,2,0
P,14,14,1,C,S1,M0,L1,B,0,1,0
F,7,10,3,M1,S1,M1,L2,B,0,1.28,0
P,3,4,2,H1,S3,M3,L2,D,0,0.59,0
P,14,2,2,M2,S5,M2,L3,D,0,1.15,0
F,2,2,2,H2,S1,M3,L3,D,4,2.8,0
P,8,0,2,M2,S1,M2,L2,D,0,1,0
F,13,4,2,M1,S1,M0,L1,B,0,1,0
F,6,8,2,H1,S1,M3,L3,D,2,1,0
F,6,14,2,M1,S1,M0,L4,D,0,1,0
F,14,4,3,M2,S1,M1,L2,D,0,0.77,0
F,2,4,3,M1,S1,M2,L1,B,0,2,0
F,1,0,2,M2,S3,M1,L1,B,2,14.26,0
F,13,4,2,M1,S5,M1,L1,D,0,1,0
P,4,0,2,M2,S2,M2,L1,B,0,2,0
F,12,10,2,C,S3,M0,L2,B,0,2.38,0
F,2,4,2,M2,S2,M3,L2,D,1,1.4,0
P,2,8,2,H1,S2,M2,L2,D,0,1,0
F,14,0,2,M2,S0,M3,L2,B,2,0.14,0
F,11,14,2,M2,S0,M2,L2,D,1,3.72,0
F,5,8,2,C,S2,M0,L1,B,0,12,0
P,3,4,2,H1,S5,M3,L3,D,3,0.57,0
F,4,2,2,M2,S1,M1,L2,B,4,1,0
F,3,2,3,H1,S2,M3,L2,D,4,1,0
F,10,0,2,M2,S5,M1,L1,D,1,0.37,0
F,5,14,2,M1,S3,M1,L3,B,0,1.12,0
F,8,0,2,M1,S2,M2,L1,B,3,1,0
F,1,8,2,M2,S1,M1,L3,B,0,1,0
F,10,8,3,M1,S1,M1,L2,B,0,1,0
F,3,14,2,C,S1,M0,L3,B,0,1,0
P,9,10,2,M1,S0,M1,L2,B,1,1,0
F,14,0,2,M2,S1,M3,L1,D,0,2,0
F,4,8,2,H1,S2,M2,L2,B,0,1,0
F,1,0,2,H1,S1,M3,L1,D,1,4,0
F,7,4,2,H1,S2,M2,L3,D,1,0.78,0
F,5,10,3,H1,S2,M2,L4,D,0,1,0
F,1,0,3,M2,S2,M2,L1,D,4,1,0
F,4,6,2,H2,S2,M3,L2,B,3,1,0
F,11,0,2,M1,S1,M2,L3,D,1,1,0
